SYMBOL,OPEN,HIGH,LOW,CLOSE,PREVCLOSE,RSI
ORIENTABRA,28.2,28.6,27.6,28.0,28.6,0.0
ORIENTALTL,11.85,11.85,11.5,11.85,11.7,0.0
ORIENTBANK,96.15,99.35,95.1,98.95,95.5,70.96774193548374
ORIENTBELL,178.95,179.7,172.0,174.45,177.7,28.04878048780506
ORIENTCEM,83.25,84.95,82.5,83.0,82.95,54.23728813559322
ORIENTELEC,147.05,147.75,144.8,146.0,147.05,48.1012658227844
ORIENTHOT,44.65,44.7,44.3,44.5,44.1,0.0
ORIENTLTD,160.0,168.6,160.0,160.7,162.25,23.24324324324327
ORIENTPPR,43.95,43.95,43.2,43.4,43.5,0.0
ORIENTREF,231.3,233.45,227.5,229.15,231.25,35.329341317365376
ORISSAMINE,940.0,965.0,925.0,929.2,939.8,31.787260358688982
ORTEL,4.1,4.1,4.1,4.1,3.95,0.0
ORTINLABSS,15.95,15.95,15.2,15.4,15.8,0.0
OSWALAGRO,9.35,9.4,8.95,9.05,9.0,0.0
OSWALSEEDS,26.5,26.7,26.5,26.5,26.5,0.0
PAGEIND,23800.0,24000.0,22532.6,22663.0,23614.1,9.342554464505582
PAISALO,309.45,309.45,303.75,305.4,307.9,33.47107438016516
PALASHSECU,38.85,38.85,38.85,38.85,37.6,0.0
PALREDTEC,45.55,46.0,42.45,42.75,47.15,65.65295169946333
PANACEABIO,159.4,160.05,155.15,156.7,157.9,31.683168316831498
PANACHE,89.5,89.5,89.5,89.5,88.25,0.0
PANAMAPET,127.75,128.5,122.75,124.25,126.15,0.0
PAPERPROD,191.1,192.7,187.3,188.3,190.9,0.0
PARABDRUGS,2.5,2.6,2.5,2.55,2.6,0.0
PARACABLES,13.25,13.25,12.75,12.9,13.0,0.0
PARAGMILK,245.85,246.75,242.35,243.05,244.9,0.0
PARSVNATH,7.4,7.65,7.35,7.5,7.3,0.0
PATELENG,37.55,37.8,37.1,37.45,37.4,44.87179487179473
PATINTLOG,46.55,47.1,45.6,45.9,46.8,0.0
PATSPINLTD,12.3,12.95,12.05,12.05,12.05,0.0
PBAINFRA,6.7,7.05,6.7,6.75,6.75,0.0
PCJEWELLER,82.45,82.95,80.05,81.0,82.5,0.0
PDMJEPAPER,22.4,22.6,22.0,22.1,22.4,0.0
PDPL,8.6,8.6,8.35,8.6,8.4,0.0
PDSMFL,287.75,287.75,274.0,274.0,277.0,0.0
PEARLPOLY,14.55,15.1,13.7,14.45,13.75,0.0
PEL,2298.0,2371.4,2295.7,2358.65,2286.6,50.114731528223956
PENIND,36.3,38.0,36.2,36.45,36.25,0.0
PENINLAND,10.8,10.9,10.5,10.75,10.7,0.0
PENPEBS,60.65,60.95,58.75,59.5,59.65,0.0
PERSISTENT,616.05,619.65,571.7,577.3,613.55,5.745212323064166
PETRONENGG,36.3,39.8,36.3,39.65,37.95,0.0
PETRONET,228.95,230.35,220.0,220.9,228.8,32.5503355704698
PFC,106.5,107.6,106.05,106.95,105.95,54.96688741721844
PFC,1120.0,1120.0,1120.0,1120.0,1119.95,54.96688741721844
PFC,1075.0,1075.0,1070.01,1071.0,1070.01,54.96688741721844
PFC,1283.99,1283.99,1259.0,1260.01,1260.0,54.96688741721844
PFIZER,2788.55,2813.0,2752.0,2777.25,2780.35,44.398584905660385
PFOCUS,59.85,61.9,59.5,60.0,60.25,0.0
PFS,17.1,17.25,16.85,17.1,17.1,0.0
PGEL,119.65,129.4,112.6,124.5,116.55,73.54925775978406
PGHH,9803.0,9879.0,9711.35,9784.95,9850.0,14.19284940411687
PGIL,134.75,134.75,131.25,133.75,134.1,19.266055045871397
PHILIPCARB,206.4,208.0,202.3,203.85,205.4,63.47826086956516
PHOENIXLTD,577.7,589.3,575.8,583.45,577.7,93.67909238249582
PIDILITIND,1109.3,1118.4,1103.3,1105.7,1109.25,58.278145695364366
PIGL,16.6,16.6,16.6,16.6,13.9,0.0
PIIND,864.75,867.5,846.65,849.9,863.4,33.02107728337248
PILANIINVS,2134.5,2134.5,2060.0,2063.45,2101.7,0.0
PILITA,8.3,8.75,8.3,8.6,8.65,0.0
PIONDIST,168.55,169.4,165.1,166.5,168.5,0.0
PIONEEREMB,26.4,26.9,26.4,26.5,26.95,0.0
PIRPHYTO,30.75,30.8,29.25,29.6,30.75,0.0
PITTIENG,70.1,70.5,67.3,68.15,69.85,0.0
PKTEA,170.0,175.05,170.0,175.05,176.0,0.0
PLASTIBLEN,178.0,180.25,176.0,178.4,177.7,0.0
PNB,78.0,81.9,77.65,81.3,77.85,69.12751677852341
PNBGILTS,35.05,35.25,34.75,34.8,34.85,0.0
PNBHOUSING,923.0,925.0,908.15,914.4,921.6,49.54792043399639
PNC,17.75,17.75,16.45,17.1,16.5,0.0
PNCINFRA,149.6,151.0,147.25,150.2,150.1,70.0
PODDARHOUS,532.0,533.9,520.0,530.4,510.0,86.79525222551916
PODDARMENT,187.75,187.75,182.0,183.25,183.95,36.44859813084122
POKARNA,157.8,158.95,153.0,155.45,155.9,20.833333333333286
POLYMED,222.4,225.0,220.5,222.55,221.35,50.66666666666681
POLYPLEX,505.1,514.45,505.05,512.95,505.05,45.331695331695386
PONNIERODE,142.95,143.05,136.3,138.4,139.85,38.23529411764688
POWERFUL,22.6,22.6,22.6,22.6,22.65,0.0
POWERGRID,193.3,196.75,191.4,195.9,193.05,45.49019607843134
POWERMECH,957.4,957.4,927.2,931.45,943.35,22.565091610414726
PPAP,372.0,372.0,360.2,363.5,371.95,17.456359102244377
PRABHAT,96.5,97.05,91.75,93.3,95.3,59.54545454545451
PRADIP,1.25,1.3,1.25,1.3,1.3,0.0
PRAENG,8.85,8.95,8.65,8.85,8.8,0.0
PRAJIND,123.4,125.2,119.75,120.6,122.6,89.1891891891892
PRAKASH,77.9,81.0,76.35,80.4,77.5,46.95652173913049
PRAKASHCON,4.3,4.45,4.25,4.35,4.35,0.0
PRAKASHSTL,0.35,0.4,0.35,0.4,0.4,0.0
PRAXIS,167.15,170.0,167.15,169.7,169.95,39.00000000000005
PRECAM,66.7,70.05,66.0,69.65,66.95,83.3333333333332
PRECOT,60.55,63.0,60.55,60.65,60.4,0.0
PRECWIRE,243.7,249.3,235.0,238.9,240.5,73.89380530973432
PREMEXPLN,246.9,246.9,241.1,242.15,242.55,0.0
PREMIER,8.05,8.05,7.45,7.7,7.55,0.0
PREMIERPOL,33.0,36.0,33.0,36.0,30.0,95.65217391304351
PRESSMN,32.15,32.15,30.75,31.4,32.0,0.0
PRESTIGE,232.95,237.1,230.65,231.9,233.05,81.38297872340426
PRICOLLTD,49.6,50.15,49.1,49.55,49.85,0.0
PRIMESECU,40.3,43.35,40.1,42.65,41.15,36.58536585365845
PROLIFE,29.0,29.9,29.0,29.9,28.55,0.0
PROSEED,1.2,1.2,1.2,1.2,1.25,0.0
PROVOGE,3.35,3.35,3.35,3.35,3.5,0.0
PROZONINTU,29.9,30.4,29.7,29.95,29.65,49.99999999999992
PRSMJOHNSN,90.05,91.5,88.5,90.35,90.2,48.275862068965615
PSB,32.5,32.55,31.55,32.2,32.4,0.0
PSL,1.8,1.85,1.75,1.75,1.8,0.0
PSPPROJECT,411.15,423.1,405.05,422.2,411.35,98.8286969253295
PSUBNKBEES,340.0,346.9,337.87,346.55,337.86,57.680835197613746
PTC,89.55,91.5,88.75,91.0,89.3,26.984126984126974
PTL,42.4,42.4,40.8,41.8,41.3,0.0
PUNJABCHEM,719.9,719.95,698.45,706.95,705.65,36.67425968109362
PUNJLLOYD,4.0,4.1,3.9,4.0,4.05,0.0
PURVA,73.95,79.9,71.9,76.05,73.7,85.71428571428588
PVP,3.65,3.85,3.65,3.8,3.7,0.0
PVR,1535.5,1576.95,1501.1,1573.2,1530.7,0.0
QGOLDHALF,1415.0,1416.0,1408.0,1411.0,1411.2,92.56756756756674
QNIFTY,1082.0,1082.0,1082.0,1082.0,1088.5,8.333333333333329
QUESS,718.85,736.35,706.35,726.15,719.75,0.0
QUICKHEAL,209.0,209.95,205.85,207.15,208.5,0.0
QUINTEGRA,0.45,0.45,0.45,0.45,0.45,0.0
RADAAN,3.15,3.3,3.15,3.3,3.15,0.0
RADICO,397.15,402.2,387.45,394.3,400.15,15.769230769230859
RADIOCITY,312.05,312.05,306.85,308.95,309.0,30.434782608695613
RAIN,129.7,131.4,126.65,127.05,130.45,14.545454545454461
RAINBOWPAP,1.1,1.1,1.0,1.0,1.05,0.0
RAJESHEXPO,574.55,579.15,570.15,574.45,574.55,74.71264367815986
RAJMET,25.6,25.6,25.4,25.4,25.6,0.0
RAJRAYON,0.1,0.15,0.1,0.15,0.15,0.0
RAJSREESUG,23.2,24.0,23.2,23.8,23.75,0.0
RAJTV,42.4,44.2,41.9,44.0,42.3,0.0
RALLIS,174.2,175.6,170.6,171.25,174.2,15.948275862068911
RAMANEWS,29.0,29.45,28.5,29.3,28.85,0.0
RAMASTEEL,93.75,93.95,91.95,93.8,91.75,58.94039735099325
RAMCOCEM,634.0,634.0,621.45,627.1,628.15,19.142857142857267
RAMCOIND,231.95,235.85,225.5,226.85,232.65,64.52599388379203
RAMCOSYS,270.55,275.0,268.1,269.55,271.5,27.554179566563434
RAMKY,155.2,159.1,154.3,156.9,155.0,36.666666666666714
RANASUG,3.5,3.5,3.35,3.4,3.4,0.0
RANEENGINE,452.2,452.6,450.0,450.6,451.8,44.751381215469685
RANEHOLDIN,1339.5,1339.55,1272.5,1294.85,1313.35,19.38159879336351
RATNAMANI,930.0,939.9,908.1,913.0,932.95,15.950920245398777
RAYMOND,815.0,824.5,802.3,822.3,811.55,35.7212003872217
RBL,561.0,566.85,557.6,562.0,563.05,48.46416382252543
RBLBANK,562.1,575.65,562.1,571.65,562.1,35.76051779935264
RCF,62.5,63.3,61.8,62.75,62.4,0.0
RCOM,13.4,14.2,13.3,14.0,13.5,0.0
RECLTD,122.0,122.8,119.8,121.55,121.35,39.99999999999985
RECLTD,1068.0,1070.0,1063.01,1068.6,1060.47,39.99999999999985
RECLTD,1228.0,1228.0,1228.0,1228.0,1146.0,39.99999999999985
RECLTD,1075.0,1080.0,1075.0,1080.0,1081.31,39.99999999999985
RECLTD,1165.0,1165.0,1165.0,1165.0,1178.0,39.99999999999985
RECLTD,1135.0,1135.0,1135.0,1135.0,1109.0,39.99999999999985
RECLTD,1150.01,1150.01,1143.0,1148.3,1165.0,39.99999999999985
REDINGTON,88.0,88.3,86.55,86.95,88.15,0.0
REFEX,20.15,21.45,19.75,20.15,20.7,0.0
REGENCERAM,4.3,4.3,4.0,4.3,4.1,0.0
RELAXO,752.15,755.0,735.0,749.8,746.85,93.03621169916431
RELCAPITAL,210.6,218.3,208.55,216.7,214.4,18.40193704600479
RELCNX100,112.16,112.76,111.38,112.76,111.44,29.59641255605392
RELCONS,52.02,52.02,51.62,51.77,51.73,0.0
RELDIVOPP,28.71,28.81,28.53,28.81,28.76,0.0
RELIABLE,53.5,53.5,53.5,53.5,53.5,0.0
RELIANCE,1097.4,1104.45,1081.1,1098.65,1092.75,15.245478036175925
RELIGARE,29.0,29.95,29.0,29.25,29.25,0.0
RELINFRA,287.95,298.4,286.15,296.8,289.25,29.835651074589094
RELNV20,530.0,533.35,526.5,533.35,531.69,38.598506605399685
REMSONSIND,120.5,120.5,105.0,109.0,111.15,53.709198813056375
RENUKA,10.9,11.15,10.9,11.0,11.0,0.0
REPCOHOME,400.05,400.75,387.2,394.55,398.3,37.85211267605637
REPL,45.0,47.0,45.0,47.0,46.25,0.0
REPRO,621.05,622.25,602.6,607.15,622.85,53.869653767820736
RESPONIND,91.0,99.6,90.0,94.5,89.65,64.66666666666659
REVATHI,396.35,396.35,396.0,396.0,391.0,66.66666666666666
RHFL,40.0,40.8,40.0,40.3,40.1,0.0
RHFL,959.99,959.99,959.95,959.99,960.0,0.0
RHFL,915.0,927.0,900.0,921.97,911.0,0.0
RICOAUTO,69.55,69.9,68.7,69.05,69.35,0.0
RIIL,337.75,341.8,331.05,339.9,335.95,49.03703703703698
RITES,264.45,265.85,257.1,260.3,263.1,0.0
RJL,312.05,314.85,309.05,314.0,313.55,40.46242774566511
RKDL,10.45,10.45,9.5,10.05,9.95,0.0
RKEC,60.95,61.0,60.95,61.0,58.3,0.0
RKFORGE,529.0,529.0,521.0,524.25,528.6,66.77966101694913
RMCL,25.7,25.95,25.5,25.6,25.9,0.0
RML,502.0,502.0,487.2,493.15,495.15,37.218813905930425
RNAM,155.1,156.55,153.1,154.7,156.1,0.0
RNAVAL,13.6,14.1,13.5,13.8,13.75,0.0
ROHITFERRO,1.55,1.6,1.5,1.55,1.55,0.0
ROHLTD,125.35,126.5,121.45,125.8,124.9,0.0
ROLLT,2.9,2.95,2.7,2.9,2.9,0.0
ROLTA,7.6,7.85,7.6,7.6,7.95,0.0
ROSSELLIND,86.0,86.35,84.1,85.7,86.0,39.65517241379342
RPGLIFE,229.95,233.75,224.95,230.6,229.3,11.764705882352828
RPOWER,27.3,27.9,27.0,27.65,27.15,0.0
RPPINFRA,121.5,127.35,119.0,124.0,119.55,29.03225806451617
RRSLGETF,18.11,18.16,18.11,18.15,18.18,0.0
RSSOFTWARE,34.75,34.95,33.7,33.95,34.5,0.0
RSWM,226.2,229.9,222.5,224.3,223.2,50.8771929824562
RSYSTEMS,47.95,48.4,47.75,47.75,47.75,0.0
RTNINFRA,3.45,3.55,3.4,3.55,3.5,0.0
RTNPOWER,3.45,3.55,3.45,3.5,3.5,0.0
RUBYMILLS,272.95,276.0,262.5,263.95,271.55,15.63307493540053
RUCHINFRA,3.65,3.95,3.65,3.95,3.8,0.0
RUCHIRA,134.65,134.9,130.75,131.5,133.35,23.076923076923165
RUCHISOYA,7.75,8.1,7.55,8.1,7.75,0.0
RUPA,354.0,356.5,348.0,349.4,352.65,90.62049062049061
RUSHIL,613.95,618.0,602.1,611.1,614.2,50.38795070743954
SABTN,5.9,6.0,5.65,5.95,5.75,0.0
SADBHAV,214.95,218.5,211.05,217.0,213.35,86.50793650793656
SADBHIN,98.05,99.5,97.75,98.4,99.2,0.0
SAGARDEEP,79.15,80.5,79.15,79.3,79.0,0.0
SAGCEM,680.95,683.0,675.0,676.6,681.2,37.76683087027923
SAIL,52.45,53.45,51.9,53.15,52.45,26.984126984127045
SAKAR,57.0,58.0,57.0,57.9,56.9,0.0
SAKHTISUG,13.0,13.5,12.95,13.15,12.95,0.0
SAKSOFT,290.0,292.25,285.9,286.25,287.65,58.04416403785491
SAKUMA,34.15,34.65,33.65,33.85,34.25,48.9795918367349
SALASAR,281.0,286.4,280.55,280.8,280.85,37.11151736745883
SALONA,68.2,75.0,68.2,71.85,72.75,31.66666666666667
SALSTEEL,6.65,6.85,6.45,6.75,6.65,0.0
SALZERELEC,136.55,140.0,133.5,137.15,135.0,52.43902439024339
SAMBHAAV,4.9,5.1,4.9,5.0,5.05,0.0
SANCO,14.5,14.8,14.15,14.7,14.7,0.0
SANDESH,745.65,746.95,745.0,745.0,745.55,45.89473684210516
SANDHAR,309.95,310.05,302.0,304.2,309.7,0.0
SANGAMIND,75.9,76.95,71.35,73.5,76.35,54.731457800511485
SANGHIIND,60.25,60.65,59.6,60.4,60.2,0.0
SANGHVIFOR,26.25,28.0,26.1,27.4,26.9,0.0
SANGHVIMOV,111.4,112.0,108.1,108.55,111.85,45.07772020725401
SANGINITA,61.7,61.7,61.7,61.7,58.8,0.0
SANOFI,6200.35,6270.0,6101.25,6128.25,6234.1,11.377355039327
SANWARIA,10.25,10.4,9.9,10.2,10.25,0.0
SARDAEN,259.2,262.9,257.15,258.55,258.7,35.321100917431295
SAREGAMA,605.9,605.95,586.95,600.5,596.25,47.32142857142894
SARLAPOLY,30.65,31.0,30.1,30.4,30.35,0.0
SARVESHWAR,25.75,27.0,25.7,26.95,27.0,0.0
SASKEN,669.65,683.3,666.2,678.1,668.4,60.96737907761513
SASTASUNDR,93.75,94.0,92.3,92.3,92.35,24.39024390243901
SATHAISPAT,9.75,11.4,9.55,9.95,9.5,0.0
SATIN,230.1,237.8,227.0,228.0,231.55,6.904231625835237
SBIETFQLTY,93.69,93.69,92.54,92.93,93.25,0.0
SBILIFE,603.0,615.0,600.0,602.85,600.05,68.48484848484864
SBIN,292.1,299.0,291.5,297.65,291.1,57.1788413098236
SBIN,11150.0,11212.0,11150.0,11212.0,11288.0,57.1788413098236
SBIN,11553.0,11600.0,11551.0,11596.33,11545.0,57.1788413098236
SCAPDVR,0.75,0.75,0.7,0.7,0.75,0.0
SCHAEFFLER,5615.2,5692.95,5615.2,5666.9,5631.4,57.939348276511495
SCHAND,215.4,217.7,215.0,216.85,214.65,49.74619289340081
SCHNEIDER,99.55,101.2,99.0,100.25,99.5,0.0
SCI,45.5,46.3,45.2,45.55,45.55,0.0
SDBL,154.9,155.45,151.3,152.55,154.75,29.65517241379318
SEAMECLTD,212.25,212.25,205.0,207.55,211.75,69.90595611285258
SELAN,195.1,197.6,193.15,194.9,194.85,59.84251968503925
SELMCL,1.55,1.55,1.55,1.55,1.6,0.0
SEPOWER,5.15,5.15,4.75,4.9,4.95,0.0
SEQUENT,64.9,66.05,63.5,64.15,64.85,0.0
SESHAPAPER,1055.7,1060.0,1043.0,1045.15,1059.05,23.926868044515075
SETCO,35.65,36.05,35.05,35.3,35.95,0.0
SETFGOLD,2880.0,2890.95,2870.05,2872.95,2880.75,77.31434384537117
SETFNIF50,109.0,109.38,108.06,109.21,108.69,0.0
SETFNIFBK,272.46,275.5,272.4,275.03,272.61,55.16908212560385
SETFNN50,282.82,282.91,280.5,282.55,281.92,17.852161785216552
SFL,1436.5,1436.5,1382.6,1400.65,1440.1,17.821285140562267
SGBAUG24,2905.1,2999.0,2905.1,2959.12,2944.8,0.0
SGBDEC25XI,2900.0,2905.0,2900.0,2900.73,2890.0,0.0
SGBFEB24,2920.0,2930.0,2911.0,2920.5,2930.0,0.0
SGBJUL25,2900.0,2900.0,2900.0,2900.0,2900.0,0.0
SGBMAR24,3050.0,3050.0,3050.0,3050.0,2917.0,0.0
SGBMAR25,2910.0,2918.0,2880.0,2910.0,2900.7,0.0
SGBMAY25,2907.0,2907.0,2902.0,2902.0,2908.0,0.0
SGBMAY26,2910.0,2910.0,2910.0,2910.0,2910.0,0.0
SGBNOV23,2905.0,2999.0,2905.0,2999.0,2950.0,0.0
SGBNOV24,2909.0,2949.0,2867.9,2921.0,2909.14,0.0
SGBNOV25VI,2780.0,2780.0,2780.0,2780.0,2860.0,0.0
SGBNOV26,2813.8,2900.0,2813.8,2900.0,2802.0,0.0
SGBOCT25IV,2846.01,2846.01,2846.01,2846.01,2884.66,0.0
SGBOCT26,2850.0,2850.0,2850.0,2850.0,2850.0,0.0
SGBSEP24,2949.0,2999.0,2935.0,2997.0,2939.27,0.0
SGL,8.3,8.7,8.25,8.3,8.4,0.0
SHAHALLOYS,19.15,20.5,19.15,19.65,20.0,0.0
SHAKTIPUMP,418.2,429.0,416.05,425.7,421.65,65.42699724517914
SHALBY,143.0,145.75,143.0,144.3,143.8,40.86021505376351
SHALPAINTS,71.75,73.0,71.7,72.1,71.95,0.0
SHANKARA,539.0,546.0,536.4,537.65,538.35,64.25855513307965
SHANTIGEAR,130.9,131.4,127.1,128.55,135.55,20.792079207920963
SHARDACROP,304.55,311.0,300.65,309.15,302.8,55.17241379310343
SHARDAMOTR,1477.7,1495.0,1475.0,1485.25,1476.5,42.176165803108894
SHARIABEES,242.0,242.0,237.1,240.75,241.14,29.629629629629633
SHARONBIO,4.8,4.9,4.55,4.75,4.75,0.0
SHEMAROO,434.05,444.7,428.1,433.55,432.55,68.43750000000004
SHILPAMED,388.35,389.1,380.0,381.2,386.25,47.85478547854784
SHILPI,1.9,1.95,1.85,1.85,1.9,0.0
SHIRPUR-G,83.8,84.7,83.8,83.8,84.1,36.89320388349521
SHIVAMAUTO,43.15,45.45,42.9,44.2,43.1,30.136986301369973
SHIVAMILLS,55.9,58.8,55.1,56.75,58.45,64.72868217054261
SHIVATEX,216.0,216.0,200.0,203.55,210.5,67.0588235294118
SHK,171.85,172.9,170.7,172.3,171.2,40.000000000000824
SHOPERSTOP,516.0,520.5,506.45,519.85,517.2,36.28808864265932
SHREECEM,16850.1,17020.0,16609.4,16737.1,16948.4,3.3336508238879787
SHREEPUSHK,162.05,167.0,161.3,164.9,163.0,22.093023255814032
SHREERAMA,6.0,6.45,5.95,6.35,6.1,0.0
SHRENIK,96.8,97.0,91.35,91.35,96.15,0.0
SHREYANIND,146.15,147.45,143.2,145.0,144.4,39.58333333333336
SHREYAS,211.65,214.5,207.9,211.45,213.95,59.09090909090902
SHRIPISTON,1150.0,1150.0,1131.0,1136.65,1150.0,0.0
SHRIRAMCIT,1586.2,1594.95,1585.6,1589.35,1590.7,44.37367303609327
SHRIRAMEPC,11.7,12.35,11.7,12.25,11.85,0.0
SHUBHLAXMI,34.0,34.0,33.95,34.0,34.4,0.0
SHYAMCENT,6.75,6.75,6.5,6.7,6.65,0.0
SICAGEN,23.7,24.1,23.6,24.0,24.0,0.0
SICAL,149.4,150.15,145.0,146.75,148.25,0.0
SIEMENS,1045.0,1067.4,1035.2,1062.7,1044.9,67.63901549680956
SIGIND,43.0,43.95,42.75,42.8,43.55,49.20634920634914
SIL,15.4,15.9,15.4,15.65,15.75,0.0
SILINV,173.3,185.0,173.15,183.5,172.15,63.86768447837145
SILLYMONKS,73.25,73.25,73.25,73.25,71.5,0.0
SILVERTUC,124.05,124.95,124.05,124.95,124.0,0.0
SIMBHALS,11.0,11.0,10.0,10.95,10.5,0.0
SIMPLEXINF,196.1,200.45,190.9,192.55,196.8,34.389140271493275
SINTERCOM,60.1,62.0,60.0,60.0,61.0,0.0
SINTEX,11.7,11.75,11.5,11.7,11.7,0.0
SIS,745.05,766.65,745.0,750.6,745.5,46.43652561247224
SITASHREE,0.65,0.65,0.65,0.65,0.7,0.0
SITINET,10.7,10.95,10.65,10.85,10.75,0.0
SIYSIL,358.45,358.45,353.0,355.5,355.05,68.62745098039235
SJVN,25.5,25.7,25.4,25.5,25.6,0.0
SKFINDIA,1900.0,1911.5,1900.0,1907.2,1900.15,63.333333333334124
SKIL,14.0,14.3,13.35,13.5,13.85,0.0
SKIPPER,85.35,86.7,85.05,85.55,85.65,38.98305084745778
SKMEGGPROD,65.9,66.5,65.75,65.9,66.3,0.0
SMARTLINK,85.45,91.4,85.45,86.75,87.15,52.307692307692186
SMLISUZU,651.5,655.8,642.2,650.15,651.45,26.54600301659113
SMPL,0.35,0.4,0.35,0.4,0.35,0.0
SMSLIFE,718.0,765.4,682.25,765.4,695.85,99.6996996996997
SMSPHARMA,74.85,75.0,69.5,70.85,73.65,55.721393034825894
SNOWMAN,34.6,35.1,34.4,34.65,34.45,0.0
SOBHA,453.05,456.6,437.55,440.55,456.5,44.16243654822337
SOFTTECH,40.0,40.0,40.0,40.0,40.5,0.0
SOLARA,303.15,312.9,298.1,307.7,303.6,61.62790697674423
SOLARINDS,1069.9,1074.0,1049.3,1058.8,1079.1,43.63030807660273
SOMANYCERA,361.25,372.0,356.9,360.2,358.35,0.0
SOMATEX,5.1,5.45,5.05,5.2,5.3,0.0
SOMICONVEY,32.0,32.0,31.55,31.55,32.0,0.0
SONATSOFTW,296.0,299.0,294.0,295.55,295.25,24.87804878048749
SONISOYA,23.1,23.1,23.1,23.1,23.8,0.0
SORILINFRA,375.35,381.0,367.55,372.4,372.3,19.87041036717075
SOTL,1116.2,1116.2,1090.0,1103.3,1116.2,0.0
SOUTHBANK,15.3,15.45,15.2,15.3,15.3,0.0
SOUTHWEST,44.1,44.5,44.1,44.1,43.25,0.0
SPAL,233.85,240.0,232.0,239.7,232.4,61.64021164021174
SPARC,183.6,187.5,179.0,185.6,183.05,33.564013840830384
SPCENET,0.7,0.7,0.7,0.7,0.7,0.0
SPECIALITY,76.1,79.45,76.1,77.8,77.9,25.581395348837106
SPENTEX,1.9,1.9,1.9,1.9,2.0,0.0
SPIC,27.0,28.0,26.85,27.85,27.25,47.82608695652171
SPICEMOBI,11.1,11.45,10.95,11.4,11.1,0.0
SPLIL,65.0,65.0,61.8,62.75,63.7,0.0
SPMLINFRA,39.3,39.5,39.0,39.15,39.7,0.0
SPTL,25.5,25.8,25.15,25.35,25.55,48.83720930232564
SPYL,0.25,0.25,0.25,0.25,0.25,0.0
SQSBFSI,452.1,459.8,451.05,451.45,457.0,50.83333333333305
SREEL,231.35,232.75,218.0,219.9,233.85,13.651877133105813
SREIBNPNCD,960.01,960.01,960.0,960.0,965.0,0.0
SREIBNPNCD,1069.9,1069.9,1020.0,1038.22,915.0,0.0
SREIBNPNCD,959.0,960.0,909.01,909.01,900.0,0.0
SREINFRA,33.65,34.25,32.65,33.0,33.95,0.0
SREINFRA,980.0,980.0,975.0,975.0,970.43,0.0
SREINFRA,986.0,1008.99,986.0,1001.49,985.0,0.0
SREINFRA,970.0,970.0,903.0,903.0,960.0,0.0
SREINFRA,995.0,995.0,995.0,995.0,1015.0,0.0
SREINFRA,925.0,925.0,925.0,925.0,950.0,0.0
SREINFRA,1009.0,1009.0,1009.0,1009.0,1010.0,0.0
SRF,1980.5,2003.4,1947.75,1993.15,1976.15,41.24872057318328
SRHHYPOLTD,151.0,156.0,150.45,153.95,154.0,25.77319587628854
SRIPIPES,183.4,184.2,181.3,183.3,182.5,20.32967032967028
SRIRAM,15.3,15.35,14.15,14.85,14.8,0.0
SRSLTD,0.35,0.35,0.3,0.35,0.3,0.0
SRTRANSFIN,1150.0,1171.95,1133.0,1162.65,1152.9,22.484416740872675
SRTRANSFIN,1830.0,1830.0,1827.0,1827.0,1825.86,22.484416740872675
SRTRANSFIN,1050.5,1050.5,1050.45,1050.45,1059.0,22.484416740872675
SRTRANSFIN,1090.0,1105.0,1090.0,1105.0,1089.0,22.484416740872675
SRTRANSFIN,1007.0,1007.0,1007.0,1007.0,1010.0,22.484416740872675
SRTRANSFIN,1705.0,1705.0,1705.0,1705.0,1700.0,22.484416740872675
SRTRANSFIN,970.0,980.0,970.0,980.0,970.17,22.484416740872675
SRTRANSFIN,1019.95,1020.0,1019.95,1020.0,1016.5,22.484416740872675
SRTRANSFIN,1003.05,1015.0,1003.05,1015.0,995.7,22.484416740872675
SRTRANSFIN,998.0,998.0,998.0,998.0,1000.0,22.484416740872675
SRTRANSFIN,995.0,1000.0,995.0,1000.0,990.0,22.484416740872675
SRTRANSFIN,988.0,1010.0,988.0,1010.0,980.0,22.484416740872675
SSWL,905.7,915.0,902.0,905.7,907.85,3.928571428571118
STAMPEDE,1.3,1.3,1.2,1.25,1.25,0.0
STAN,48.15,48.2,46.45,48.15,47.8,0.0
STAR,458.0,460.2,448.25,457.3,456.3,27.76280323450129
STARCEMENT,101.35,103.5,100.25,101.05,101.5,0.0
STARPAPER,155.5,157.1,153.35,154.45,155.75,23.38709677419365
STCINDIA,137.3,138.75,131.6,134.95,137.6,47.597254004576634
STEELCITY,65.0,66.95,63.7,64.2,63.15,0.0
STEELXIND,15.15,15.15,14.1,14.3,14.7,0.0
STEL,105.05,106.7,105.0,106.0,106.05,55.97484276729561
STERTOOLS,341.75,352.95,340.0,349.15,345.0,45.97014925373127
STINDIA,10.45,10.45,10.45,10.45,11.0,0.0
STRTECH,293.0,294.0,285.25,286.1,291.0,40.4320987654322
SUBEX,5.8,5.95,5.75,5.85,5.9,0.0
SUBROS,269.2,272.5,264.55,265.4,269.9,9.574468085106531
SUDARSCHEM,343.2,348.65,343.2,346.3,347.15,66.98564593301442
SUJANAUNI,0.25,0.3,0.25,0.3,0.25,0.0
SUMEETINDS,3.95,4.0,3.85,3.9,3.95,0.0
SUMIT,49.0,49.0,49.0,49.0,49.25,0.0
SUMMITSEC,550.05,555.1,540.0,548.75,549.8,51.85873605947955
